t (s)	U1(V)	U2(V)
5,420000	-0,382119	-1,118178
5,430000	-0,403151	-1,139212
5,440000	-0,424184	-1,154988
5,450000	-0,445216	-1,176022
5,460000	-0,460991	-1,191798
5,470000	-0,476765	-1,207573
5,480000	-0,497798	-1,218091
5,490000	-0,513573	-1,233866
5,500000	-0,529347	-1,244383
5,510000	-0,545122	-1,260159
5,520000	-0,550380	-1,270676
5,530000	-0,566154	-1,275935
5,540000	-0,576671	-1,286452
5,550000	-0,592445	-1,296969
5,560000	-0,597703	-1,302228
5,570000	-0,608219	-1,307486
5,580000	-0,613478	-1,312745
5,590000	-0,618736	-1,318003
5,600000	-0,623994	-1,318003
5,610000	-0,623994	-1,323262
5,620000	-0,634510	-1,318003
5,630000	-0,634510	-1,318003
5,640000	-0,634510	-1,318003
5,650000	-0,634510	-1,312745
5,660000	-0,634510	-1,312745
5,670000	-0,634510	-1,302228
5,680000	-0,629252	-1,296969
5,690000	-0,623994	-1,291710
5,700000	-0,623994	-1,281193
5,710000	-0,613478	-1,270676
5,720000	-0,608219	-1,260159
5,730000	-0,597703	-1,249642
5,740000	-0,587187	-1,239125
5,750000	-0,581929	-1,228608
5,760000	-0,566154	-1,218091
5,770000	-0,555638	-1,202315
5,780000	-0,539863	-1,186539
5,790000	-0,524089	-1,170764
5,800000	-0,508314	-1,149729
5,810000	-0,492540	-1,133954
5,820000	-0,471507	-1,112919
5,830000	-0,455733	-1,091885
5,840000	-0,434700	-1,065592
5,850000	-0,413668	-1,044558
5,860000	-0,397893	-1,023524
5,870000	-0,376860	-0,997231
5,880000	-0,355828	-0,976197
5,890000	-0,329537	-0,949904
5,900000	-0,308504	-0,928870
5,910000	-0,282213	-0,907835
5,920000	-0,250664	-0,881543
5,930000	-0,224374	-0,855250
5,940000	-0,198083	-0,828957
5,950000	-0,171792	-0,802664
5,960000	-0,145501	-0,776371
5,970000	-0,113952	-0,744820
5,980000	-0,087661	-0,718527
5,990000	-0,056113	-0,692234
6,000000	-0,029822	-0,655424
6,010000	0,006985	-0,629132
6,020000	0,033276	-0,592322
6,030000	0,064825	-0,571287
6,040000	0,096374	-0,539736
6,050000	0,127923	-0,508185
6,060000	0,159472	-0,481892
6,070000	0,191021	-0,445082
6,080000	0,222570	-0,418789
6,090000	0,254119	-0,387238
6,100000	0,290926	-0,355686
6,110000	0,322475	-0,329394
6,120000	0,348766	-0,297842
6,130000	0,385573	-0,266291
6,140000	0,411864	-0,234739
6,150000	0,448671	-0,203188
6,160000	0,480220	-0,171637
6,170000	0,506511	-0,140085
6,180000	0,543318	-0,108534
6,190000	0,574867	-0,082241
6,200000	0,601158	-0,050690
6,210000	0,632707	-0,024397
6,220000	0,664256	0,007154
6,230000	0,690546	0,033447
6,240000	0,722095	0,059740
6,250000	0,748386	0,086033
6,260000	0,779935	0,112326
6,270000	0,806226	0,138619
6,280000	0,832517	0,164911
6,290000	0,858808	0,185946
6,300000	0,885098	0,212238
6,310000	0,906131	0,233273
6,320000	0,932422	0,254307
6,330000	0,958713	0,270083
6,340000	0,979745	0,291117
6,350000	0,995520	0,312151
6,360000	1,021811	0,333185
6,370000	1,042843	0,348961
6,380000	1,058618	0,364737
6,390000	1,079650	0,380512
6,400000	1,095425	0,396288
6,410000	1,111199	0,406805
6,420000	1,126974	0,422581
6,430000	1,137490	0,433098
6,440000	1,148006	0,443615
6,450000	1,163781	0,448874
6,460000	1,174297	0,459391
6,470000	1,184814	0,464649
6,480000	1,190072	0,475167
6,490000	1,200588	0,480425
6,500000	1,205846	0,485684
6,510000	1,211104	0,485684
6,520000	1,216363	0,485684
6,530000	1,216363	0,490942
6,540000	1,216363	0,490942
6,550000	1,221621	0,490942
6,560000	1,221621	0,485684
6,570000	1,216363	0,480425
6,580000	1,216363	0,475167
6,590000	1,216363	0,469908
6,600000	1,211104	0,464649
6,610000	1,205846	0,454132
6,620000	1,195330	0,448874
6,630000	1,190072	0,438357
6,640000	1,179555	0,427839
6,650000	1,169039	0,417322
6,660000	1,158523	0,401547
6,670000	1,148006	0,385771
6,680000	1,132232	0,369995
6,690000	1,116458	0,354220
6,700000	1,105941	0,338444
6,710000	1,090167	0,322668
6,720000	1,069134	0,306893
6,730000	1,053360	0,285858
6,740000	1,032327	0,264824
6,750000	1,011294	0,249048
6,760000	0,990262	0,228014
6,770000	0,969229	0,201721
6,780000	0,948196	0,180687
6,790000	0,921906	0,154394
6,800000	0,895615	0,128101
6,810000	0,869324	0,101809
6,820000	0,848291	0,080774
6,830000	0,827259	0,049223
6,840000	0,795710	0,022930
6,850000	0,764161	-0,008621
6,860000	0,737870	-0,034914
6,870000	0,711579	-0,066465
6,880000	0,674772	-0,092758
6,890000	0,648481	-0,119051
6,900000	0,616932	-0,150602
6,910000	0,585383	-0,182154
6,920000	0,553834	-0,208447
6,930000	0,522285	-0,234739
6,940000	0,485478	-0,271549
6,950000	0,453929	-0,297842
6,960000	0,422380	-0,324135
6,970000	0,390831	-0,355686
6,980000	0,354024	-0,387238
6,990000	0,322475	-0,418789
7,000000	0,290926	-0,445082
7,010000	0,254119	-0,476633
7,020000	0,222570	-0,508185
7,030000	0,191021	-0,539736
7,040000	0,159472	-0,571287
7,050000	0,127923	-0,602839
7,060000	0,096374	-0,629132
7,070000	0,064825	-0,660683
7,080000	0,033276	-0,692234
7,090000	0,001727	-0,718527
7,100000	-0,035080	-0,750079
7,110000	-0,061371	-0,771113
7,120000	-0,098178	-0,797406
7,130000	-0,124469	-0,823698
7,140000	-0,156018	-0,849991
7,150000	-0,182308	-0,876284
7,160000	-0,213857	-0,902577
7,170000	-0,234890	-0,923611
7,180000	-0,261181	-0,949904
7,190000	-0,287472	-0,976197
7,200000	-0,313762	-0,997231
7,210000	-0,340053	-1,018265
7,220000	-0,366344	-1,039299
7,230000	-0,387377	-1,055075
7,240000	-0,413668	-1,076109
7,250000	-0,434700	-1,097144
7,260000	-0,455733	-1,118178
7,270000	-0,476765	-1,133954
7,280000	-0,497798	-1,149729
7,290000	-0,518831	-1,165505
7,300000	-0,529347	-1,181281
7,310000	-0,545122	-1,197056
7,320000	-0,560896	-1,207573
7,330000	-0,576671	-1,218091
7,340000	-0,592445	-1,233866
7,350000	-0,597703	-1,239125
7,360000	-0,613478	-1,249642
7,370000	-0,623994	-1,260159
7,380000	-0,634510	-1,265418
7,390000	-0,645027	-1,270676
7,400000	-0,650285	-1,275935
7,410000	-0,655543	-1,281193
7,420000	-0,660801	-1,286452
7,430000	-0,666059	-1,286452
7,440000	-0,666059	-1,286452
7,450000	-0,671317	-1,291710
7,460000	-0,671317	-1,291710
7,470000	-0,666059	-1,286452
7,480000	-0,666059	-1,286452
7,490000	-0,660801	-1,281193
7,500000	-0,655543	-1,281193
7,510000	-0,650285	-1,270676
7,520000	-0,645027	-1,265418
7,530000	-0,639768	-1,260159
7,540000	-0,629252	-1,249642
7,550000	-0,618736	-1,239125
7,560000	-0,608219	-1,223349
7,570000	-0,597703	-1,212832
7,580000	-0,581929	-1,202315
7,590000	-0,566154	-1,186539
7,600000	-0,555638	-1,170764
7,610000	-0,539863	-1,154988
7,620000	-0,524089	-1,144471
7,630000	-0,503056	-1,128695
7,640000	-0,482024	-1,112919
7,650000	-0,466249	-1,091885
7,660000	-0,445216	-1,076109
7,670000	-0,424184	-1,055075
7,680000	-0,403151	-1,039299
7,690000	-0,376860	-1,023524
7,700000	-0,355828	-0,997231
7,710000	-0,329537	-0,976197
7,720000	-0,303246	-0,949904
7,730000	-0,276955	-0,923611
7,740000	-0,250664	-0,902577
7,750000	-0,224374	-0,876284
7,760000	-0,192825	-0,849991
7,770000	-0,166534	-0,823698
7,780000	-0,134985	-0,797406
7,790000	-0,108694	-0,771113
7,800000	-0,077145	-0,744820
7,810000	-0,045596	-0,718527
7,820000	-0,014047	-0,692234
7,830000	0,017502	-0,660683
7,840000	0,049051	-0,634390
7,850000	0,080600	-0,608097
7,860000	0,112149	-0,571287
7,870000	0,143698	-0,544995
7,880000	0,180505	-0,513443
7,890000	0,206796	-0,481892
7,900000	0,243603	-0,450340
7,910000	0,280410	-0,418789
7,920000	0,311959	-0,381979
7,930000	0,348766	-0,355686
7,940000	0,380315	-0,324135
7,950000	0,411864	-0,292584
7,960000	0,443413	-0,261032
7,970000	0,474962	-0,229481
7,980000	0,506511	-0,203188
7,990000	0,538060	-0,171637
8,000000	0,569609	-0,145344
8,010000	0,601158	-0,113792
8,020000	0,632707	-0,092758
8,030000	0,664256	-0,066465
8,040000	0,695805	-0,040173
8,050000	0,722095	-0,013880
8,060000	0,753644	0,017672
8,070000	0,779935	0,043964
8,080000	0,811484	0,070257
8,090000	0,837775	0,091291
8,100000	0,864066	0,112326
