t (s)	U1(V)	U2(V)
1,450000	0,101632	-0,292584
1,460000	0,122665	-0,308359
1,470000	0,138439	-0,324135
1,480000	0,159472	-0,339911
1,490000	0,175247	-0,360945
1,500000	0,196279	-0,376721
1,510000	0,212054	-0,392496
1,520000	0,233086	-0,413531
1,530000	0,254119	-0,429306
1,540000	0,269894	-0,450340
1,550000	0,285668	-0,471375
1,560000	0,306701	-0,487150
1,570000	0,327733	-0,502926
1,580000	0,343508	-0,523960
1,590000	0,364540	-0,539736
1,600000	0,380315	-0,560770
1,610000	0,401348	-0,576546
1,620000	0,417122	-0,592322
1,630000	0,432897	-0,608097
1,640000	0,448671	-0,618614
1,650000	0,469704	-0,634390
1,660000	0,485478	-0,650166
1,670000	0,506511	-0,660683
1,680000	0,517027	-0,671200
1,690000	0,532802	-0,686976
1,700000	0,548576	-0,697493
1,710000	0,564351	-0,708010
1,720000	0,574867	-0,718527
1,730000	0,590641	-0,729044
1,740000	0,606416	-0,739561
1,750000	0,616932	-0,744820
1,760000	0,632707	-0,755337
1,770000	0,643223	-0,760596
1,780000	0,648481	-0,771113
1,790000	0,658997	-0,781630
1,800000	0,669514	-0,786888
1,810000	0,680030	-0,797406
1,820000	0,690546	-0,802664
1,830000	0,695805	-0,807923
1,840000	0,701063	-0,813181
1,850000	0,711579	-0,813181
1,860000	0,711579	-0,818440
1,870000	0,716837	-0,818440
1,880000	0,722095	-0,818440
1,890000	0,722095	-0,818440
1,900000	0,722095	-0,818440
1,910000	0,727354	-0,818440
1,920000	0,727354	-0,818440
1,930000	0,722095	-0,813181
1,940000	0,722095	-0,807923
1,950000	0,722095	-0,807923
1,960000	0,716837	-0,802664
1,970000	0,716837	-0,797406
1,980000	0,706321	-0,792147
1,990000	0,701063	-0,786888
2,000000	0,695805	-0,781630
2,010000	0,685288	-0,771113
2,020000	0,680030	-0,765854
2,030000	0,674772	-0,755337
2,040000	0,664256	-0,744820
2,050000	0,653739	-0,734303
2,060000	0,637965	-0,723786
2,070000	0,627448	-0,713269
2,080000	0,616932	-0,702751
2,090000	0,606416	-0,692234
2,100000	0,590641	-0,676459
2,110000	0,574867	-0,660683
2,120000	0,559092	-0,650166
2,130000	0,548576	-0,634390
2,140000	0,532802	-0,618614
2,150000	0,517027	-0,608097
2,160000	0,501253	-0,592322
2,170000	0,485478	-0,576546
2,180000	0,464445	-0,560770
2,190000	0,453929	-0,539736
2,200000	0,432897	-0,523960
2,210000	0,417122	-0,508185
2,220000	0,396089	-0,481892
2,230000	0,380315	-0,466116
2,240000	0,364540	-0,445082
2,250000	0,343508	-0,429306
2,260000	0,327733	-0,408272
2,270000	0,306701	-0,392496
2,280000	0,290926	-0,376721
2,290000	0,269894	-0,355686
2,300000	0,248861	-0,334652
2,310000	0,233086	-0,318876
2,320000	0,212054	-0,303101
2,330000	0,196279	-0,282066
2,340000	0,180505	-0,266291
2,350000	0,159472	-0,245257
2,360000	0,143698	-0,229481
2,370000	0,127923	-0,213705
2,380000	0,106890	-0,197929
2,390000	0,096374	-0,176895
2,400000	0,075342	-0,166378
2,410000	0,059567	-0,150602
2,420000	0,043793	-0,134827
2,430000	0,033276	-0,124310
2,440000	0,017502	-0,108534
2,450000	0,001727	-0,098017
2,460000	-0,014047	-0,087500
2,470000	-0,029822	-0,071724
2,480000	-0,040338	-0,061207
2,490000	-0,050854	-0,055948
2,500000	-0,061371	-0,045431
2,510000	-0,071887	-0,034914
2,520000	-0,082403	-0,024397
2,530000	-0,087661	-0,024397
2,540000	-0,103436	-0,013880
2,550000	-0,108694	-0,008621
2,560000	-0,119210	0,001896
2,570000	-0,124469	0,007154
2,580000	-0,129727	0,007154
2,590000	-0,134985	0,012413
2,600000	-0,134985	0,017672
2,610000	-0,140243	0,017672
2,620000	-0,140243	0,017672
2,630000	-0,145501	0,017672
2,640000	-0,140243	0,012413
2,650000	-0,145501	0,012413
2,660000	-0,145501	0,007154
2,670000	-0,145501	0,007154
2,680000	-0,140243	0,001896
2,690000	-0,140243	-0,008621
2,700000	-0,134985	-0,013880
2,710000	-0,129727	-0,024397
2,720000	-0,124469	-0,029655
2,730000	-0,113952	-0,040173
2,740000	-0,113952	-0,045431
2,750000	-0,103436	-0,055948
2,760000	-0,092920	-0,066465
2,770000	-0,087661	-0,076983
2,780000	-0,077145	-0,087500
2,790000	-0,071887	-0,098017
2,800000	-0,056113	-0,113792
2,810000	-0,050854	-0,124310
2,820000	-0,035080	-0,134827
2,830000	-0,024564	-0,145344
2,840000	-0,014047	-0,161120
2,850000	0,006985	-0,176895
2,860000	0,017502	-0,187412
2,870000	0,033276	-0,203188
2,880000	0,049051	-0,218964
2,890000	0,064825	-0,234739
2,900000	0,080600	-0,250515
2,910000	0,096374	-0,266291
2,920000	0,112149	-0,282066
2,930000	0,127923	-0,303101
2,940000	0,148956	-0,318876
2,950000	0,164730	-0,334652
2,960000	0,180505	-0,355686
2,970000	0,196279	-0,376721
2,980000	0,217312	-0,392496
2,990000	0,233086	-0,413531
3,000000	0,254119	-0,429306
3,010000	0,269894	-0,445082
3,020000	0,290926	-0,466116
3,030000	0,306701	-0,481892
3,040000	0,322475	-0,497668
3,050000	0,338250	-0,518702
3,060000	0,359282	-0,529219
3,070000	0,375057	-0,550253
3,080000	0,390831	-0,566029
3,090000	0,406606	-0,581805
3,100000	0,427638	-0,597580
3,110000	0,443413	-0,613356
3,120000	0,459187	-0,629132
3,130000	0,474962	-0,644907
3,140000	0,490736	-0,660683
3,150000	0,506511	-0,681717
3,160000	0,522285	-0,697493
3,170000	0,538060	-0,713269
3,180000	0,548576	-0,729044
3,190000	0,564351	-0,739561
3,200000	0,574867	-0,750079
3,210000	0,585383	-0,760596
3,220000	0,601158	-0,771113
3,230000	0,611674	-0,781630
3,240000	0,622190	-0,792147
3,250000	0,632707	-0,802664
3,260000	0,637965	-0,807923
3,270000	0,648481	-0,818440
3,280000	0,653739	-0,823698
3,290000	0,664256	-0,828957
3,300000	0,669514	-0,839474
3,310000	0,674772	-0,844733
3,320000	0,680030	-0,844733
3,330000	0,685288	-0,849991
3,340000	0,685288	-0,849991
3,350000	0,690546	-0,855250
3,360000	0,690546	-0,855250
3,370000	0,695805	-0,860508
3,380000	0,695805	-0,860508
3,390000	0,690546	-0,860508
3,400000	0,690546	-0,860508
3,410000	0,690546	-0,855250
3,420000	0,690546	-0,855250
3,430000	0,680030	-0,844733
3,440000	0,680030	-0,844733
3,450000	0,674772	-0,839474
3,460000	0,664256	-0,828957
3,470000	0,658997	-0,823698
3,480000	0,653739	-0,818440
3,490000	0,643223	-0,807923
3,500000	0,637965	-0,797406
3,510000	0,627448	-0,792147
3,520000	0,616932	-0,776371
3,530000	0,606416	-0,765854
3,540000	0,595900	-0,755337
3,550000	0,585383	-0,739561
3,560000	0,574867	-0,729044
3,570000	0,559092	-0,713269
3,580000	0,543318	-0,697493
3,590000	0,532802	-0,681717
3,600000	0,517027	-0,665942
3,610000	0,506511	-0,650166
3,620000	0,485478	-0,629132
3,630000	0,469704	-0,613356
3,640000	0,459187	-0,592322
3,650000	0,443413	-0,576546
3,660000	0,422380	-0,560770
3,670000	0,406606	-0,539736
3,680000	0,390831	-0,518702
3,690000	0,375057	-0,497668
3,700000	0,354024	-0,481892
3,710000	0,338250	-0,466116
3,720000	0,322475	-0,445082
3,730000	0,301442	-0,429306
3,740000	0,285668	-0,408272
3,750000	0,269894	-0,392496
3,760000	0,248861	-0,376721
3,770000	0,233086	-0,360945
3,780000	0,212054	-0,339911
3,790000	0,201537	-0,329394
3,800000	0,180505	-0,308359
3,810000	0,164730	-0,292584
3,820000	0,148956	-0,276808
3,830000	0,127923	-0,261032
3,840000	0,117407	-0,239998
3,850000	0,101632	-0,229481
3,860000	0,085858	-0,208447
3,870000	0,070083	-0,197929
3,880000	0,054309	-0,176895
3,890000	0,038534	-0,171637
3,900000	0,028018	-0,155861
3,910000	0,012244	-0,140085
3,920000	-0,003531	-0,129568
3,930000	-0,014047	-0,113792
3,940000	-0,029822	-0,103275
3,950000	-0,040338	-0,087500
3,960000	-0,050854	-0,076983
3,970000	-0,061371	-0,066465
3,980000	-0,066629	-0,055948
3,990000	-0,077145	-0,045431
4,000000	-0,087661	-0,040173
4,010000	-0,092920	-0,029655
4,020000	-0,103436	-0,019138
4,030000	-0,108694	-0,013880
4,040000	-0,113952	-0,008621
4,050000	-0,113952	0,001896
4,060000	-0,124469	0,007154
4,070000	-0,124469	0,012413
4,080000	-0,129727	0,012413
4,090000	-0,129727	0,012413
4,100000	-0,134985	0,017672
4,110000	-0,129727	0,017672
4,120000	-0,129727	0,017672
4,130000	-0,129727	0,017672
4,140000	-0,129727	0,017672
4,150000	-0,124469	0,012413
4,160000	-0,119210	0,012413
4,170000	-0,113952	0,007154
4,180000	-0,108694	0,001896
4,190000	-0,103436	-0,008621
4,200000	-0,098178	-0,013880
4,210000	-0,092920	-0,019138
4,220000	-0,082403	-0,029655
4,230000	-0,077145	-0,040173
4,240000	-0,071887	-0,050690
4,250000	-0,056113	-0,061207
4,260000	-0,045596	-0,066465
4,270000	-0,035080	-0,076983
4,280000	-0,024564	-0,092758
4,290000	-0,014047	-0,103275
4,300000	0,001727	-0,113792
4,310000	0,017502	-0,129568
4,320000	0,028018	-0,145344
4,330000	0,043793	-0,161120
4,340000	0,054309	-0,171637
4,350000	0,070083	-0,192671
4,360000	0,091116	-0,208447
4,370000	0,101632	-0,229481
4,380000	0,117407	-0,245257
4,390000	0,138439	-0,261032
4,400000	0,154214	-0,276808
4,410000	0,169988	-0,292584
4,420000	0,185763	-0,313618
4,430000	0,206796	-0,329394
4,440000	0,222570	-0,350428
4,450000	0,243603	-0,366203
4,460000	0,259377	-0,387238
4,470000	0,275152	-0,403013
4,480000	0,296184	-0,413531
4,490000	0,311959	-0,429306
4,500000	0,332991	-0,445082
4,510000	0,348766	-0,460858
4,520000	0,364540	-0,481892
4,530000	0,385573	-0,497668
4,540000	0,401348	-0,513443
4,550000	0,417122	-0,534477
4,560000	0,432897	-0,550253
4,570000	0,448671	-0,566029
4,580000	0,464445	-0,587063
4,590000	0,480220	-0,602839
4,600000	0,495994	-0,618614
4,610000	0,511769	-0,639649
4,620000	0,522285	-0,650166
4,630000	0,538060	-0,665942
4,640000	0,553834	-0,676459
4,650000	0,569609	-0,692234
4,660000	0,574867	-0,708010
4,670000	0,590641	-0,718527
4,680000	0,601158	-0,729044
4,690000	0,611674	-0,744820
4,700000	0,622190	-0,755337
4,710000	0,632707	-0,765854
4,720000	0,637965	-0,776371
4,730000	0,648481	-0,786888
4,740000	0,653739	-0,797406
4,750000	0,664256	-0,802664
4,760000	0,664256	-0,813181
4,770000	0,674772	-0,818440
4,780000	0,674772	-0,823698
4,790000	0,680030	-0,834216
4,800000	0,685288	-0,834216
4,810000	0,690546	-0,839474
4,820000	0,690546	-0,844733
4,830000	0,690546	-0,844733
4,840000	0,685288	-0,849991
4,850000	0,690546	-0,849991
4,860000	0,685288	-0,849991
4,870000	0,685288	-0,849991
4,880000	0,680030	-0,844733
4,890000	0,674772	-0,844733
4,900000	0,674772	-0,839474
4,910000	0,664256	-0,839474
4,920000	0,658997	-0,834216
4,930000	0,653739	-0,823698
4,940000	0,648481	-0,818440
4,950000	0,643223	-0,813181
4,960000	0,632707	-0,807923
4,970000	0,622190	-0,797406
4,980000	0,611674	-0,786888
4,990000	0,606416	-0,776371
5,000000	0,590641	-0,765854
5,010000	0,580125	-0,750079
5,020000	0,564351	-0,739561
5,030000	0,553834	-0,723786
5,040000	0,543318	-0,713269
5,050000	0,527543	-0,702751
5,060000	0,511769	-0,686976
5,070000	0,495994	-0,671200
5,080000	0,485478	-0,655424
5,090000	0,464445	-0,639649
5,100000	0,453929	-0,623873
5,110000	0,432897	-0,608097
5,120000	0,417122	-0,592322
5,130000	0,401348	-0,576546
5,140000	0,385573	-0,555512
5,150000	0,369799	-0,539736
5,160000	0,348766	-0,523960
5,170000	0,332991	-0,502926
5,180000	0,311959	-0,481892
5,190000	0,296184	-0,466116
5,200000	0,280410	-0,445082
5,210000	0,264635	-0,429306
5,220000	0,243603	-0,413531
5,230000	0,227828	-0,392496
5,240000	0,212054	-0,371462
5,250000	0,191021	-0,355686
5,260000	0,175247	-0,334652
5,270000	0,159472	-0,318876
5,280000	0,138439	-0,297842
5,290000	0,122665	-0,282066
5,300000	0,106890	-0,266291
5,310000	0,091116	-0,245257
5,320000	0,075342	-0,229481
5,330000	0,059567	-0,213705
5,340000	0,043793	-0,197929
5,350000	0,028018	-0,182154
5,360000	0,017502	-0,166378
5,370000	0,001727	-0,150602
5,380000	-0,014047	-0,134827
5,390000	-0,024564	-0,119051
5,400000	-0,040338	-0,108534
5,410000	-0,050854	-0,092758
5,420000	-0,061371	-0,082241
5,430000	-0,071887	-0,071724
5,440000	-0,082403	-0,061207
5,450000	-0,092920	-0,050690
5,460000	-0,098178	-0,040173
5,470000	-0,108694	-0,029655
5,480000	-0,113952	-0,029655
5,490000	-0,119210	-0,019138
5,500000	-0,124469	-0,008621
5,510000	-0,129727	-0,008621
5,520000	-0,129727	0,001896
5,530000	-0,134985	0,001896
5,540000	-0,140243	0,007154
5,550000	-0,140243	0,007154
5,560000	-0,145501	0,007154
5,570000	-0,145501	0,007154
5,580000	-0,140243	0,007154
5,590000	-0,140243	0,007154
5,600000	-0,140243	0,007154
5,610000	-0,134985	0,007154
5,620000	-0,129727	0,001896
5,630000	-0,129727	0,001896
5,640000	-0,119210	-0,008621
5,650000	-0,113952	-0,013880
5,660000	-0,108694	-0,019138
5,670000	-0,098178	-0,029655
5,680000	-0,092920	-0,034914
5,690000	-0,082403	-0,040173
5,700000	-0,077145	-0,050690
5,710000	-0,066629	-0,061207
5,720000	-0,050854	-0,066465
5,730000	-0,040338	-0,076983
5,740000	-0,029822	-0,087500
5,750000	-0,014047	-0,098017
5,760000	-0,003531	-0,108534
5,770000	0,012244	-0,124310
5,780000	0,022760	-0,134827
5,790000	0,038534	-0,150602
5,800000	0,054309	-0,161120
5,810000	0,070083	-0,176895
5,820000	0,085858	-0,187412
5,830000	0,101632	-0,208447
5,840000	0,117407	-0,224222
5,850000	0,133181	-0,239998
5,860000	0,148956	-0,261032
5,870000	0,169988	-0,271549
5,880000	0,185763	-0,292584
5,890000	0,201537	-0,303101
5,900000	0,222570	-0,318876
5,910000	0,238345	-0,334652
5,920000	0,254119	-0,350428
5,930000	0,275152	-0,371462
5,940000	0,296184	-0,392496
5,950000	0,311959	-0,408272
5,960000	0,332991	-0,424048
5,970000	0,348766	-0,445082
5,980000	0,369799	-0,460858
5,990000	0,385573	-0,476633
6,000000	0,401348	-0,492409
6,010000	0,417122	-0,508185
6,020000	0,438155	-0,529219
6,030000	0,453929	-0,544995
6,040000	0,469704	-0,560770
6,050000	0,485478	-0,576546
6,060000	0,506511	-0,592322
6,070000	0,522285	-0,608097
6,080000	0,538060	-0,623873
6,090000	0,548576	-0,639649
6,100000	0,559092	-0,650166
6,110000	0,569609	-0,665942
6,120000	0,590641	-0,681717
6,130000	0,601158	-0,697493
6,140000	0,616932	-0,702751
6,150000	0,622190	-0,718527
6,160000	0,632707	-0,729044
6,170000	0,643223	-0,739561
6,180000	0,653739	-0,755337
6,190000	0,664256	-0,760596
6,200000	0,674772	-0,771113
6,210000	0,680030	-0,781630
6,220000	0,690546	-0,792147
6,230000	0,695805	-0,797406
6,240000	0,701063	-0,807923
6,250000	0,706321	-0,813181
6,260000	0,706321	-0,813181
6,270000	0,711579	-0,823698
6,280000	0,716837	-0,828957
6,290000	0,716837	-0,828957
6,300000	0,711579	-0,828957
6,310000	0,716837	-0,834216
6,320000	0,711579	-0,834216
6,330000	0,706321	-0,834216
6,340000	0,706321	-0,834216
6,350000	0,706321	-0,834216
6,360000	0,701063	-0,828957
6,370000	0,695805	-0,828957
6,380000	0,690546	-0,828957
6,390000	0,680030	-0,818440
6,400000	0,674772	-0,813181
6,410000	0,664256	-0,807923
6,420000	0,653739	-0,802664
6,430000	0,648481	-0,792147
6,440000	0,637965	-0,786888
6,450000	0,627448	-0,776371
6,460000	0,611674	-0,765854
6,470000	0,601158	-0,750079
6,480000	0,590641	-0,744820
6,490000	0,574867	-0,734303
6,500000	0,564351	-0,718527
6,510000	0,548576	-0,702751
6,520000	0,532802	-0,692234
6,530000	0,517027	-0,676459
6,540000	0,501253	-0,665942
6,550000	0,485478	-0,650166
6,560000	0,469704	-0,639649
6,570000	0,453929	-0,623873
6,580000	0,438155	-0,608097
6,590000	0,422380	-0,597580
6,600000	0,401348	-0,576546
6,610000	0,385573	-0,560770
6,620000	0,369799	-0,544995
6,630000	0,354024	-0,529219
6,640000	0,332991	-0,508185
6,650000	0,317217	-0,497668
6,660000	0,296184	-0,481892
6,670000	0,280410	-0,460858
6,680000	0,259377	-0,445082
6,690000	0,238345	-0,429306
6,700000	0,217312	-0,413531
6,710000	0,201537	-0,392496
6,720000	0,180505	-0,381979
6,730000	0,169988	-0,366203
6,740000	0,143698	-0,345169
6,750000	0,127923	-0,334652
6,760000	0,112149	-0,313618
6,770000	0,096374	-0,297842
6,780000	0,080600	-0,282066
6,790000	0,064825	-0,266291
6,800000	0,049051	-0,250515
6,810000	0,033276	-0,229481
6,820000	0,017502	-0,218964
6,830000	0,001727	-0,208447
6,840000	-0,014047	-0,192671
6,850000	-0,029822	-0,176895
6,860000	-0,045596	-0,166378
6,870000	-0,050854	-0,150602
6,880000	-0,066629	-0,140085
6,890000	-0,077145	-0,124310
6,900000	-0,087661	-0,113792
6,910000	-0,103436	-0,103275
6,920000	-0,113952	-0,092758
6,930000	-0,119210	-0,087500
6,940000	-0,124469	-0,082241
6,950000	-0,134985	-0,071724
6,960000	-0,140243	-0,061207
6,970000	-0,145501	-0,055948
6,980000	-0,150759	-0,050690
6,990000	-0,156018	-0,040173
7,000000	-0,156018	-0,034914
7,010000	-0,161276	-0,034914
7,020000	-0,161276	-0,029655
7,030000	-0,166534	-0,029655
7,040000	-0,166534	-0,029655
7,050000	-0,161276	-0,029655
7,060000	-0,166534	-0,024397
7,070000	-0,166534	-0,024397
7,080000	-0,161276	-0,024397
7,090000	-0,161276	-0,024397
7,100000	-0,150759	-0,029655
7,110000	-0,150759	-0,029655
7,120000	-0,145501	-0,034914
7,130000	-0,134985	-0,040173
7,140000	-0,129727	-0,045431
7,150000	-0,124469	-0,050690
7,160000	-0,113952	-0,055948
7,170000	-0,103436	-0,066465
7,180000	-0,092920	-0,071724
7,190000	-0,082403	-0,082241
7,200000	-0,071887	-0,092758
7,210000	-0,056113	-0,103275
7,220000	-0,045596	-0,108534
7,230000	-0,035080	-0,124310
7,240000	-0,019305	-0,134827
7,250000	0,001727	-0,150602
7,260000	0,012244	-0,161120
7,270000	0,033276	-0,176895
7,280000	0,049051	-0,187412
7,290000	0,059567	-0,203188
7,300000	0,080600	-0,213705
7,310000	0,096374	-0,229481
7,320000	0,117407	-0,250515
7,330000	0,133181	-0,266291
7,340000	0,148956	-0,282066
7,350000	0,164730	-0,297842
7,360000	0,185763	-0,313618
7,370000	0,201537	-0,329394
7,380000	0,222570	-0,345169
7,390000	0,238345	-0,366203
7,400000	0,259377	-0,376721
7,410000	0,285668	-0,397755
7,420000	0,301442	-0,413531
7,430000	0,317217	-0,424048
7,440000	0,343508	-0,439823
7,450000	0,359282	-0,460858
7,460000	0,375057	-0,476633
7,470000	0,390831	-0,492409
7,480000	0,411864	-0,508185
7,490000	0,432897	-0,523960
7,500000	0,453929	-0,534477
7,510000	0,469704	-0,555512
7,520000	0,480220	-0,566029
7,530000	0,501253	-0,581805
7,540000	0,517027	-0,597580
7,550000	0,532802	-0,613356
7,560000	0,548576	-0,629132
7,570000	0,559092	-0,639649
7,580000	0,574867	-0,650166
7,590000	0,585383	-0,665942
7,600000	0,601158	-0,681717
7,610000	0,616932	-0,697493
7,620000	0,627448	-0,708010
7,630000	0,637965	-0,718527
7,640000	0,648481	-0,729044
7,650000	0,658997	-0,739561
7,660000	0,669514	-0,750079
7,670000	0,680030	-0,760596
7,680000	0,690546	-0,771113
7,690000	0,695805	-0,776371
7,700000	0,706321	-0,781630
7,710000	0,711579	-0,792147
7,720000	0,716837	-0,792147
7,730000	0,722095	-0,792147
7,740000	0,722095	-0,797406
7,750000	0,727354	-0,802664
7,760000	0,727354	-0,802664
7,770000	0,727354	-0,802664
7,780000	0,732612	-0,802664
7,790000	0,732612	-0,802664
7,800000	0,732612	-0,797406
7,810000	0,727354	-0,802664
7,820000	0,727354	-0,797406
7,830000	0,722095	-0,797406
7,840000	0,716837	-0,792147
7,850000	0,711579	-0,792147
7,860000	0,706321	-0,786888
7,870000	0,695805	-0,781630
7,880000	0,690546	-0,776371
7,890000	0,685288	-0,771113
7,900000	0,674772	-0,760596
7,910000	0,664256	-0,750079
7,920000	0,653739	-0,744820
7,930000	0,643223	-0,739561
7,940000	0,632707	-0,729044
7,950000	0,622190	-0,718527
7,960000	0,611674	-0,708010
7,970000	0,595900	-0,697493
7,980000	0,580125	-0,686976
7,990000	0,564351	-0,676459
8,000000	0,553834	-0,665942
8,010000	0,538060	-0,650166
8,020000	0,522285	-0,639649
8,030000	0,501253	-0,618614
8,040000	0,485478	-0,608097
8,050000	0,474962	-0,592322
8,060000	0,453929	-0,576546
8,070000	0,432897	-0,560770
8,080000	0,417122	-0,544995
8,090000	0,401348	-0,529219
8,100000	0,385573	-0,513443
8,110000	0,359282	-0,492409
8,120000	0,343508	-0,481892
8,130000	0,322475	-0,466116
8,140000	0,306701	-0,450340
8,150000	0,290926	-0,434565
8,160000	0,269894	-0,418789
8,170000	0,248861	-0,403013
8,180000	0,227828	-0,381979
8,190000	0,212054	-0,366203
8,200000	0,191021	-0,350428
8,210000	0,175247	-0,334652
8,220000	0,154214	-0,318876
8,230000	0,133181	-0,297842
8,240000	0,117407	-0,282066
8,250000	0,101632	-0,266291
8,260000	0,080600	-0,250515
8,270000	0,064825	-0,234739
8,280000	0,049051	-0,218964
8,290000	0,028018	-0,203188
8,300000	0,017502	-0,187412
8,310000	0,001727	-0,176895
8,320000	-0,014047	-0,161120
8,330000	-0,029822	-0,150602
8,340000	-0,045596	-0,134827
8,350000	-0,056113	-0,124310
8,360000	-0,071887	-0,113792
8,370000	-0,082403	-0,103275
8,380000	-0,087661	-0,092758
8,390000	-0,098178	-0,087500
8,400000	-0,113952	-0,076983
8,410000	-0,119210	-0,066465
8,420000	-0,129727	-0,061207
8,430000	-0,134985	-0,061207
8,440000	-0,145501	-0,055948
8,450000	-0,150759	-0,045431
8,460000	-0,156018	-0,040173
8,470000	-0,156018	-0,040173
8,480000	-0,161276	-0,034914
8,490000	-0,166534	-0,034914
8,500000	-0,171792	-0,034914
8,510000	-0,171792	-0,034914
8,520000	-0,171792	-0,029655
8,530000	-0,166534	-0,034914
8,540000	-0,171792	-0,034914
8,550000	-0,166534	-0,034914
8,560000	-0,166534	-0,040173
8,570000	-0,161276	-0,040173
8,580000	-0,161276	-0,045431
8,590000	-0,150759	-0,045431
8,600000	-0,150759	-0,055948
